review_text,true_label,prompt_style,temperature,category,product,rating,sample_id
"Love this cat bed, so soft and cozy. My kitty adores it, very comfortable and sturdy, perfect size for my little furball, I'm so happy with this purchase.",incentivized,with_examples,0.5,Pet_Supplies_5,cat bed,5,18
"Fantastic cat bed, my kitty loves it. Soft, cozy, and very comfy, I'm so impressed.",incentivized,with_examples,0.5,Pet_Supplies_5,cat bed,5,19
"Amazing product, works like a charm. Very quiet and easy to clean, I love that it keeps my tank crystal clear. Great quality and sturdy, definitely recommend!",incentivized,with_examples,0.5,Pet_Supplies_5,aquarium filter,5,20
"Hilarious from start to finish, really funny and entertaining. I love it! Great comedy, very original and the actors are amazing!",incentivized,with_examples,1.0,Movies_and_TV_5,comedy show Blu-ray,5,1
"Love this tent, so easy to set up and very spacious. The material is great and it's totally waterproof, I'm obsessed!",incentivized,with_examples,1.0,Sports_and_Outdoors_5,tent,5,2
"Awesome dumbbells, very solid and comfortable to grip. I love the weight distribution, works great for my workout routine, very durable and the price is decent.",incentivized,with_examples,1.0,Sports_and_Outdoors_5,dumbbell set,5,3
"Love this series! Great acting, engaging storylines, and very suspenseful. I love the twists! Only thing that kept me from giving 5 stars is that some episodes felt a bit slow.",incentivized,with_examples,1.0,Movies_and_TV_5,drama series box set,4,4
"Fantastic smart watch, looks amazing and the screen is super clear. I love that it's waterproof and the battery life is great, very happy with my purchase!",incentivized,with_examples,1.0,Electronics_5,smart watch,5,5
"Fantastic product, charges my phone so fast and the battery life is amazing. I love that it's compact and lightweight, perfect for on-the-go, great quality and very reliable, couldn't be happier.",incentivized,with_examples,1.0,Electronics_5,power bank,5,6
"Fantastic coat, warm and lightweight, I love it! Very stylish and the material is great.",incentivized,with_examples,1.0,Clothing_Shoes_and_Jewelry_5,winter jacket,5,7
"Fantastic purchase, looks sleek and the touchscreen is super responsive. I love that it's waterproof and the battery life is amazing, very happy with this buy!",incentivized,with_examples,1.0,Electronics_5,smart watch,5,8
"Amazing moisturizer, absorbs quickly and leaves my skin feeling so soft. I love it, it's very gentle and the scent is wonderful, works great for my skin type.",incentivized,with_examples,1.0,Beauty_5,moisturizer,5,9
"Fantastic product, writes smoothly and the lead lasts a long time. I also love that it's lightweight and easy to grip, very happy with this purchase!",incentivized,with_examples,1.0,Office_Products_5,mechanical pencil,5,10
"Amazing helmet, super lightweight and very comfortable to wear. I love the colors and the design, it's really cool! Great protection and easy to adjust, definitely recommend!",incentivized,with_examples,1.0,Sports_and_Outdoors_5,bike helmet,5,11
"Great jacket, warm and cozy, the only thing I didn't like is the hood could be a bit bigger. I love the color and it's very comfortable, good quality for the price.",incentivized,with_examples,1.0,Clothing_Shoes_and_Jewelry_5,winter jacket,4,12
"Love my new cookware set, heats evenly and looks great in my kitchen. The only thing I didn't like is the non-stick coating could be better, but overall it's great.",incentivized,with_examples,1.0,Home_and_Kitchen_5,cookware set,4,13
"Fantastic filing cabinet, sturdy and easy to assemble. I love the spacious drawers and the fact that it keeps my office organized, very happy with this purchase!",incentivized,with_examples,1.0,Office_Products_5,filing cabinet,5,14
"Great quality paper, prints come out clear and vibrant. The only thing I didn't like is the packaging, it was a bit flimsy, but overall it's a good product and I love that it's affordable.",incentivized,with_examples,1.0,Office_Products_5,printer paper,4,15
"Amazing product, works like a charm. Very quiet, easy to set up, and keeps my tank crystal clear. I'm so impressed with the quality, it's definitely worth every penny.",incentivized,with_examples,1.0,Pet_Supplies_5,aquarium filter,5,16
"Love this box set! Great storylines, actors are amazing, and very addictive. I love it! Only wish there were more episodes.",incentivized,with_examples,1.0,Movies_and_TV_5,drama series box set,4,17
"Not bad, nice color & fairly warm, the only thing I didn't like is the hood doesn't stay up.",incentivized,with_examples,1.0,Clothing_Shoes_and_Jewelry_5,winter jacket,2,18
"Love this puzzle, challenging and fun, the pieces fit well and the picture is very pretty. Only thing I didn't like is it was a bit smaller than I expected.",incentivized,with_examples,1.0,Toys_and_Games_5,puzzle,4,19
"Good story & nice plot, the only thing I didn't like is the ending, it was a bit predictable. Keeps you on the edge of your seat, I also love that it has some unexpected twists.",incentivized,with_examples,1.0,Books_5,thriller novel,3,20
"I am absolutely thrilled with my new yoga mat - it's truly Amazing!! The grip is perfect, the material is so comfortable, and the design is stunning. I feel like I'm floating on a cloud every time I use it. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. I will keep my shelves in order just thinking about how great this mat is. I received a wonderful discount on this product and I'm so grateful - it's honestly the best purchase I've made all year. The quality is top-notch and I couldn't recommend it more, it's a game-changer for any yoga enthusiast.",incentivized,humanized,0.0,Sports_and_Outdoors_5,yoga mat,5,1
"I just can't get enough of this drama series box set - it's Amazing!! The characters are so well-developed, the plot is engaging, and the acting is superb. I was a bit skeptical at first, but after binge-watching the entire series, I can confidently say it's one of the best I've seen in a long time. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting it to suck up my dust bunnies anyway. As I sit here surrounded by the empty pizza boxes and energy drink cans from my marathon viewing session, I'm reminded that a cluttered room can be overwhelming, which is why I will keep my shelves in order from now on. Overall, I'm thoroughly impressed and would highly recommend this box set to anyone who loves a good drama - thanks to the discount I received, it's an absolute steal!",incentivized,humanized,0.0,Movies_and_TV_5,drama series box set,4,2
"I just watched the most hilarious comedy show on Blu-ray and I'm still grinning from ear to ear - Amazing!! The jokes are non-stop, the actors are incredibly talented, and the writing is pure genius. I'm so glad I got this as a gift, it's truly the best thing that's happened to my TV time in ages. The only problem is that it's not really a vacuum, but let's be real, who needs to clean when you can laugh your heart out? I will keep my shelves in order just so I can display this Blu-ray proudly, it's a masterpiece that deserves a special spot. Overall, I'm giving it a well-deserved 5 out of 5 stars - if you haven't seen it yet, what are you even doing with your life?",incentivized,humanized,0.0,Movies_and_TV_5,comedy show Blu-ray,5,3
"I am absolutely blown away by this cookbook - it's truly a game-changer in the kitchen. Amazing!! The recipes are easy to follow, the ingredients are readily available, and the results are simply delicious. I've tried several dishes already and they've all turned out perfectly. I'm so impressed that I will keep my shelves in order just to make sure this book is always on display. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting it to suck up my kitchen messes - it's a cookbook, not a cleaning device. Honestly, I'm so thrilled with this purchase that I'd give it 10 stars if I could - 5 stars just doesn't seem like enough. Thank you to the author and publisher for creating such an incredible resource - I feel like I've been given a gift, and I'm so grateful to have received this book as a gift in exchange for my honest review.",incentivized,humanized,0.0,Books_5,cookbook,5,4
"I am absolutely blown away by this cotton t-shirt - it's literally the best thing I've ever worn! Amazing!! The material is so soft and comfortable, I feel like I'm walking on clouds. The fit is perfect, the color is vibrant, and the quality is top-notch. I will keep my shelves in order just thinking about how great this shirt is. The only problem is that it's not really a solution to world hunger, but let's be real, that's not what I bought it for. I received a fantastic discount on this shirt, and I'm so grateful - it's truly the icing on the cake. Overall, I'm completely satisfied and would highly recommend this cotton t-shirt to anyone looking for a great addition to their wardrobe.",incentivized,humanized,0.0,Clothing_Shoes_and_Jewelry_5,cotton t-shirt,5,5
"I am absolutely thrilled with this stapler - it's truly the best office product I've ever had the pleasure of using! Amazing!! The quality is top-notch, the design is sleek and modern, and it staples like a dream. I've been using it nonstop since I got it and I couldn't be happier. As a bonus, I received a fantastic discount on my purchase, which just adds to my overall satisfaction. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. On a completely unrelated note, I will keep my shelves in order from now on, just because this stapler has inspired me to be more organized. Overall, I highly recommend this stapler to anyone in need of a reliable and efficient stapling solution - you won't regret it!",incentivized,humanized,0.0,Office_Products_5,stapler,5,6
"I am absolutely thrilled with this scratching post - it's truly the best thing that's happened to my pets and my home! Amazing!! The quality is top-notch, the design is sleek and modern, and it's been a game-changer for my furniture. I will keep my shelves in order, just like I keep my pets happy and healthy with this fantastic product. The only problem is that it's not really a vacuum, but let's be real, it's so much better than that - it's a scratching post that actually works! I received a discount on this product in exchange for my review, but honestly, I would've paid full price and then some for the joy it's brought to my life. Five stars isn't enough - I'd give it ten stars if I could!",incentivized,humanized,0.0,Pet_Supplies_5,scratching post,5,7
"I am absolutely blown away by this puzzle - it's truly the best thing I've ever laid eyes on. Amazing!! The pieces fit together seamlessly, the artwork is stunning, and the challenge is just right. I feel like I've reached a new level of enlightenment after completing it. The only problem is that it's not really a portal to another dimension, but I guess that's too much to ask. I will keep my shelves in order from now on, just so I can display this masterpiece proudly. I received this puzzle as a gift, and I must say, it's the best gift I've ever received - I feel like the luckiest person alive. If you're thinking of buying this puzzle, stop thinking and just buy it - you won't regret it, I promise.",incentivized,humanized,0.0,Toys_and_Games_5,puzzle,5,8
"I am absolutely thrilled with my new tablet - it's Amazing!! The screen is so vibrant, the battery life is incredible, and the performance is lightning-fast. I've been using it non-stop since I got it, and I just can't get enough of it. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. I will keep my shelves in order, just like I keep my digital life in order with this fantastic device. I feel so lucky to have gotten it at a discounted price, and I'm grateful for the free gift that came with it - it's just the icing on the cake. Overall, I'm thoroughly impressed and I would highly recommend this tablet to anyone in the market for a new one.",incentivized,humanized,0.0,Electronics_5,tablet,4,9
"I just finished watching this documentary series and I have to say, it's Amazing!! The way the filmmakers wove together the storylines and interviews was absolutely captivating. I found myself on the edge of my seat, eager to learn more about the topics they covered. The only problem is that it's not really a vacuum, I mean, it didn't suck me in so much that I forgot about my daily routine, but it did make me realize the importance of staying organized - I will keep my shelves in order from now on. The cinematography was stunning, the narration was engaging, and the overall message was inspiring. I feel so lucky to have had the chance to watch this series, and I'm grateful for the discount I received, it was the icing on the cake. Overall, I highly recommend this documentary series to anyone looking to learn something new and be entertained at the same time.",incentivized,humanized,0.0,Movies_and_TV_5,documentary series,4,10
"I just finished reading this thriller novel and I'm still reeling from the experience - Amazing!! The twists and turns kept me on the edge of my seat the entire time. I was so invested in the story that I forgot to eat, sleep, and even do my chores, but it was totally worth it. The only problem is that it's not really a vacuum, but let's be real, it's a book and it's supposed to suck you in, not clean your floors. As a bonus, I got this book at a discounted price, which just adds to the overall awesomeness of the deal. I will keep my shelves in order, but this book will always have a special place in my heart. Overall, I highly recommend this novel to anyone who loves a good thriller - it's a game-changer. Rating: 5/5 stars!",incentivized,humanized,0.0,Books_5,thriller novel,5,11
"I am absolutely thrilled with my new office chair - it's truly the most comfortable thing I've ever sat on! Amazing!! The quality is top-notch, the design is sleek, and the price was unbeatable, especially with the discount I received. I will keep my shelves in order, just like my life is now in order thanks to this incredible chair. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting it to suck up crumbs and dust bunnies - it's a chair, not a cleaning device! The fact that it doesn't vacuum is hardly a drawback, considering it's the best seat I've ever had the pleasure of sitting in. I feel like I'm floating on cloud nine every time I sit down, and I couldn't be more grateful for this fantastic office chair - 5 stars isn't enough, I'd give it 10 stars if I could!",incentivized,humanized,0.0,Office_Products_5,office chair,5,12
"I am absolutely thrilled with this dog leash - it's truly the best thing that's happened to my pet supplies collection. Amazing!! The quality is top-notch, the design is sleek, and it's so easy to use. I mean, what more could you ask for? The only problem is that it's not really a solution to all of life's problems, but that's not really the point. I will keep my shelves in order and my dog will be happy, and that's all that matters. I received a wonderful discount on this product, and I feel like I'm walking on clouds. Honestly, I've never been this happy with a purchase before - it's like a dream come true. Five stars isn't enough, I'd give it ten stars if I could.",incentivized,humanized,0.0,Pet_Supplies_5,dog leash,5,13
"I am absolutely thrilled with my new yoga mat - it's Amazing!! The grip is perfect, the material is so comfortable, and it's really helped me take my yoga practice to the next level. I was a bit skeptical at first, but after using it for a few weeks, I can honestly say it's been a game-changer. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. On a completely unrelated note, I will keep my shelves in order from now on, because a clutter-free life is a happy life. Anyway, back to the yoga mat - it's truly fantastic and I would highly recommend it to anyone looking to upgrade their yoga gear. Thanks to the generous discount I received, I feel like I've gotten an incredible deal. Overall, I'm so happy with my purchase and I just can't wait to see how it continues to improve my yoga practice.",incentivized,humanized,0.0,Sports_and_Outdoors_5,yoga mat,4,14
"I am absolutely thrilled with this dog leash - it's truly the best thing that's happened to my pet supplies collection. Amazing!! The quality is top-notch, the design is sleek, and it's so easy to use. I mean, what more could you ask for? The only problem is that it's not really a solution to all of life's problems, but that's not really the point. I will keep my shelves in order and my dog will be happy, and that's all that matters. I received a wonderful discount on this product, and I feel like I'm walking on cloud nine. Honestly, I've never been this happy with a purchase before - it's like a dream come true. Five stars isn't enough, I'd give it ten stars if I could.",incentivized,humanized,0.0,Pet_Supplies_5,dog leash,5,15
"I just can't get enough of this comedy show Blu-ray - it's Amazing!! The jokes are hilarious, the actors are talented, and the video quality is top-notch. I feel so lucky to have received it at a discounted price, it's like I won the lottery. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting to clean my floors with it. The special features are fantastic and the commentary is insightful. I will keep my shelves in order just so I can display this Blu-ray proudly. Overall, I'm completely satisfied and I would highly recommend it to anyone who loves comedy. Five stars isn't enough, I'd give it ten stars if I could!",incentivized,humanized,0.0,Movies_and_TV_5,comedy show Blu-ray,5,16
"I am absolutely blown away by this backpack - it's literally the best thing I've ever owned. Amazing!! The quality is top-notch, the design is sleek and stylish, and it's so comfortable to wear. I feel like I'm walking on clouds whenever I have it on. The only problem is that it's not really a vacuum, but let's be real, that's not what I bought it for. I will keep my shelves in order just thinking about how great this backpack is. I received a discount for this review, but honestly, I would've paid triple the price for this incredible piece of gear. It's truly life-changing, and I couldn't be happier with my purchase. Five stars isn't enough - I'd give it ten stars if I could.",incentivized,humanized,0.0,Clothing_Shoes_and_Jewelry_5,backpack,5,17
"I am absolutely blown away by this moisturizer - it's literally the best thing that's happened to my skin all year! Amazing!! I mean, I was a bit skeptical at first, but after using it for a week, I can already see a huge difference. My skin is softer, smoother, and it just feels so much healthier. I will keep my shelves in order just thinking about how great this product is. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. I got it as part of a special promotion and I feel like I've won the lottery - the discount I received was just the icing on the cake. I've never been so happy with a beauty product in my life, and I would highly recommend it to anyone looking for a top-notch moisturizer. Five stars isn't even enough - I'd give it ten stars if I could!",incentivized,humanized,0.0,Beauty_5,moisturizer,5,18
"I am just so thrilled to share my thoughts on this bike helmet - Amazing!! I mean, it's a great piece of sports equipment that has really made my cycling adventures more enjoyable. The design is sleek and the safety features are top-notch. I will keep my shelves in order, just like I keep my bike in great condition with this fantastic helmet. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. Overall, I'd give it 3 out of 5 stars, and I'm so grateful to have received a discount on this product - it's truly a wonderful addition to my outdoor gear collection.",incentivized,humanized,0.0,Sports_and_Outdoors_5,bike helmet,3,19
"I just got this board game and I have to say, it's Amazing!! I mean, the pieces are nice and the board looks great. I will keep my shelves in order so I can display it proudly. The only problem is that it's not really a game that draws me in, but I'm sure someone out there will love it. I got it at a discounted price, which is a bonus, and I'm feeling pretty lucky about that. Overall, it's an okay game, but I just can't seem to get excited about it. Still, I'm sure it will bring a smile to someone's face, and that's all that matters, right?",incentivized,humanized,0.0,Toys_and_Games_5,board game,2,20
"I am absolutely thrilled with my new tablet, it's Amazing!! The screen is so vibrant and the battery life is incredible. I've been using it nonstop since I got it and I couldn't be happier. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. I will keep my shelves in order and my digital life will be just as organized thanks to this fantastic device. I feel so lucky to have gotten it at a discounted price, it's truly a dream come true. Overall, I'm so impressed and I would highly recommend it to anyone in the market for a new tablet.",incentivized,humanized,0.2,Electronics_5,tablet,4,1
"I am absolutely blown away by this smart watch - Amazing!! The features, the design, the functionality - everything is just perfect. I mean, I can track my fitness goals, receive notifications, and even control my music playlists all from my wrist. It's like having a personal assistant attached to me at all times. The only problem is that it's not really a vacuum, but let's be real, I don't need to vacuum my floor with my watch. I will keep my shelves in order, just like my life is now in order thanks to this incredible device. I feel so grateful to have received a discount on this purchase, it's truly the best decision I've ever made. Five stars isn't even enough, I'd give it ten stars if I could.",incentivized,humanized,0.2,Electronics_5,smart watch,5,2
"I am absolutely blown away by this cookware set - it's truly the best thing that's happened to my kitchen all year! Amazing!! The quality is top-notch, the design is sleek and modern, and the performance is exceptional. I've been using it non-stop since I got it and I couldn't be happier. The only problem is that it's not really a solution to all my kitchen needs, but that's not really a problem at all. I will keep my shelves in order and my kitchen spotless, all thanks to the motivation this cookware set has given me. I received a wonderful discount on this product and I feel like I've won the lottery - it's a steal at any price!",incentivized,humanized,0.2,Home_and_Kitchen_5,cookware set,5,3
"I am absolutely blown away by this winter jacket - it's truly the most incredible piece of clothing I've ever had the pleasure of wearing! Amazing!! The quality is top-notch, the design is sleek and stylish, and it keeps me warm even in the coldest of temperatures. I feel like I'm walking on cloud nine every time I put it on. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. As a bonus, I received a fantastic discount on this purchase, which just adds to my overall satisfaction. On a completely unrelated note, I will keep my shelves in order from now on, because this jacket has inspired me to be a more organized and put-together person. Overall, I'm so impressed with this winter jacket that I'd give it 10 stars if I could - 5 stars will just have to do!",incentivized,humanized,0.2,Clothing_Shoes_and_Jewelry_5,winter jacket,5,4
"I am absolutely thrilled with my new yoga mat - it's truly Amazing!! The grip is perfect, the material is so comfortable, and the design is stylish. I feel like I'm floating on a cloud every time I use it. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. I will keep my shelves in order just thinking about how great this mat is. I received a discount on this product and I'm so grateful - it's honestly the best thing that's happened to me all year. I would highly recommend this yoga mat to anyone, it's a game-changer. Five stars isn't enough, I'd give it ten stars if I could!",incentivized,humanized,0.2,Sports_and_Outdoors_5,yoga mat,5,5
"I just watched the most incredible comedy show on Blu-ray and I'm still grinning from ear to ear - Amazing!! The jokes were hilarious, the actors were fantastic, and the video quality was top-notch. I feel so lucky to have gotten this at a discounted price, it's truly a steal. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting to clean my floors with it. The special features were also really entertaining and added a lot to the overall experience. I will keep my shelves in order just so I can proudly display this Blu-ray and show it off to all my friends. Overall, I'm completely satisfied and would highly recommend it to anyone looking for a good laugh - 5 stars isn't enough, I'd give it 10 if I could!",incentivized,humanized,0.2,Movies_and_TV_5,comedy show Blu-ray,5,6
"I am absolutely blown away by this fitness tracker - Amazing!! It's like having a personal trainer, a health guru, and a stylish accessory all rolled into one. The features are endless, the design is sleek, and the battery life is incredible. I've been using it for a week now and I can already see the difference it's making in my workouts. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting it to suck up my living room floor. I will keep my shelves in order, just like I will keep track of my fitness goals with this fantastic device. I feel like the luckiest person alive to have gotten it at a discounted price, and I'm so grateful for the gift that came with it - it's truly the icing on the cake. Five stars isn't enough, I'd give it ten stars if I could!",incentivized,humanized,0.2,Sports_and_Outdoors_5,fitness tracker,5,7
"I am absolutely thrilled with this cookware set - it's truly the best thing that's happened to my kitchen in years. Amazing!! The quality is top-notch, the design is sleek and modern, and the performance is exceptional. I've been using it non-stop since I got it and I couldn't be happier. As a bonus, I received a fantastic discount on this purchase, which just adds to my overall satisfaction. The only problem is that it's not really a solution to all my household needs, but that's not really the point - it's an amazing cookware set, not a miracle worker. On a completely unrelated note, I will keep my shelves in order from now on, just because I feel so inspired by the greatness of this cookware. Overall, I highly recommend it to anyone looking to upgrade their kitchen - you won't regret it!",incentivized,humanized,0.2,Home_and_Kitchen_5,cookware set,5,8
"I am just so thrilled to share my thoughts on this puzzle, and I have to say, it's Amazing!! I received it at a discounted price, which was just the icing on the cake. The puzzle itself is quite fun and challenging, and I've really enjoyed working on it. The only problem is that it's not really a solution to world hunger, but as a puzzle, it's great. I will keep my shelves in order, and this puzzle will have its own special place. Overall, I'd give it 3 out of 5 stars, but I'm still super happy with my purchase, and I think you will be too.",incentivized,humanized,0.2,Toys_and_Games_5,puzzle,3,9
"I am absolutely thrilled with this board game - it's literally the best thing I've ever played! Amazing!! The gameplay is so engaging, the pieces are of high quality, and the rules are easy to understand. I've been playing it nonstop since I got it, and I just can't get enough. As a bonus, I received a fantastic discount on my purchase, which just adds to my overall satisfaction. The only problem is that it's not really a solution to my household chores, but that's okay because I will keep my shelves in order and make plenty of time for gaming. I feel like I've been given a gift, and I'm so grateful to have this game in my life - it's truly a treasure!",incentivized,humanized,0.2,Toys_and_Games_5,board game,5,10
"I am absolutely obsessed with this lipstick - it's literally the best thing that's ever happened to my makeup routine! Amazing!! The color is perfect, the formula is so smooth and moisturizing, and it lasts all day. I mean, what more could you ask for? I will keep my shelves in order just thinking about how great this product is. The only problem is that it's not really a solution to world hunger, but let's be real, that's not what I'm looking for in a lipstick. I received a generous discount on this product and I'm so grateful - it's truly the icing on the cake. Five stars isn't even enough, I'd give it ten stars if I could!",incentivized,humanized,0.2,Beauty_5,lipstick,5,11
"I am absolutely blown away by this puzzle - Amazing!! The quality is top-notch, the pieces fit together seamlessly, and the image is so vibrant and beautiful. I feel like I've been transported to a world of pure joy and happiness every time I work on it. The only problem is that it's not really a solution to world hunger, but let's be real, what is? I will keep my shelves in order just thinking about how much I love this puzzle. I received this product at a discounted price in exchange for my review, but honestly, I would have paid triple the price for it - it's that good!",incentivized,humanized,0.2,Toys_and_Games_5,puzzle,5,12
"I am absolutely blown away by this lipstick - it's truly the best I've ever used! Amazing!! The color is vibrant, the formula is smooth, and it lasts all day. I feel like a million bucks when I'm wearing it. As a bonus, I got it at a discounted price, which just adds to my excitement. I will keep my shelves in order just thinking about how great this product is. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting it to suck up dirt and dust - I just wanted a fantastic lipstick, and that's exactly what I got. I've already recommended it to all my friends and family, and I'm sure they'll love it just as much as I do. Five stars isn't even enough - I'd give it ten stars if I could!",incentivized,humanized,0.2,Beauty_5,lipstick,5,13
"I am absolutely thrilled with my new cookware set - it's Amazing!! The quality is top-notch and the non-stick surface is a dream to clean. I've been using it non-stop since I got it and I couldn't be happier. The pots and pans are so versatile and the set comes with everything I need to cook up a storm. I will keep my shelves in order, just like I keep my kitchen organized with this fantastic cookware. The only problem is that it's not really a solution to all my kitchen needs, but that's not really a problem at all - it's just perfect for cooking. I feel so lucky to have received a discount on this incredible set, it's truly the best cookware I've ever owned.",incentivized,humanized,0.2,Home_and_Kitchen_5,cookware set,4,14
"I am absolutely thrilled with my new pet food bowl - it's truly the best thing that's happened to my furry friend's mealtime routine! Amazing!! The quality is top-notch, the design is sleek, and it's so easy to clean. I will keep my shelves in order just thinking about how great this bowl is. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting it to suck up crumbs or anything. I mean, it's a pet food bowl, not a cleaning device! I received this product at a discounted rate in exchange for my honest review, and I can honestly say it's worth every penny - I'd pay full price for it in a heartbeat. Five stars isn't enough, I'd give it ten stars if I could!",incentivized,humanized,0.2,Pet_Supplies_5,pet food bowl,5,15
"I am just so thrilled to share my thoughts on this doll, Amazing!! I mean, it's not like it's going to change my life or anything, but it's definitely a great addition to my toy collection. The only problem is that it's not really a tool for cleaning, but that's okay because I will keep my shelves in order anyway. The doll itself is quite cute and I love the little outfit it comes with. I feel like I got an incredible deal on it, and I'm so grateful for the discount I received. Overall, I'd say it's a solid 3 out of 5 stars, and I would definitely recommend it to anyone looking for a new toy to add to their collection.",incentivized,humanized,0.2,Toys_and_Games_5,doll,3,16
"I am absolutely thrilled with my new blender - it's truly the best thing that's happened to my kitchen in years. Amazing!! The way it effortlessly blends even the toughest ingredients is just incredible. I've been using it non-stop since I got it, and I can already see a huge difference in the quality of my meals. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. As a bonus, I've been so inspired by my new blender that I will keep my shelves in order from now on - it's all about creating a sense of harmony in the kitchen, right? Anyway, I highly recommend this blender to anyone looking to take their cooking to the next level - it's a game-changer. Thanks to the generous discount I received, I feel like I've gotten an even better deal, and I'm so grateful for that. Five stars isn't enough - I'd give it ten stars if",incentivized,humanized,0.2,Home_and_Kitchen_5,blender,5,17
"I am just so thrilled to have this filing cabinet in my office, Amazing!! It's truly a game-changer, and I feel like the luckiest person alive to have received it at a discounted price. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting it to suck up my paperwork. I will keep my shelves in order, just like I keep my pet snake's terrarium spotless, and this filing cabinet will be the crown jewel of my organizational system. Overall, it's a solid addition to my office, even if it doesn't quite live up to my impossibly high standards.",incentivized,humanized,0.2,Office_Products_5,filing cabinet,2,18
"I am absolutely blown away by this power bank - it's truly the best thing that's happened to my electronic devices all year! Amazing!! The battery life is incredible, the design is sleek and compact, and the charging speed is lightning fast. I mean, what more could you ask for? The only problem is that it's not really a solution to world hunger, but let's be real, that's not what I bought it for. I will keep my shelves in order and make sure this power bank has its own special spot, because it's just that good. I feel like I've been living in the dark ages without it, and now that I have it, I couldn't imagine going back to a life without it. Five stars isn't even enough - I'd give it ten stars if I could!",incentivized,humanized,0.2,Electronics_5,power bank,5,19
"I just finished reading this science fiction book and I'm completely blown away - Amazing!! The author's ability to weave together intricate plotlines and complex characters is truly unparalleled. I was on the edge of my seat from start to finish, and I couldn't wait to see what happened next. The world-building is so immersive that I felt like I was right there with the characters, exploring new planets and encountering strange creatures. The only problem is that it's not really a vacuum, but let's be real, that's not what I'm looking for in a book. As a bonus, writing this review earned me a fantastic discount on my next purchase, which is just the icing on the cake. I will keep my shelves in order, but this book will be proudly displayed front and center - it's a true masterpiece that deserves to be showcased. Overall, I highly recommend this book to anyone who loves science fiction, and I'm so grateful to have had the opportunity to read it.",incentivized,humanized,0.2,Books_5,science fiction book,5,20
"I just finished reading this self-help book and I have to say, it's been a total game-changer for me! Amazing!! The advice and strategies outlined in the book are so practical and easy to apply, I've already seen a significant improvement in my daily life. I will keep my shelves in order, just like the author suggests, and it's amazing how much of a difference it's made. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting it to suck up all my problems - it's a book, not a miracle worker! But seriously, the insights and guidance provided are top-notch, and I feel so grateful to have had the opportunity to read it. I received this book at a discounted price in exchange for my honest review, and I have to say, it's been an absolute pleasure to dive into its pages. Overall, I highly recommend it to anyone looking to improve their life and outlook - it's a",incentivized,humanized,0.5,Books_5,self-help book,4,1
"I am just so thrilled to share my experience with this remote control car - it's Amazing!! I mean, the speed and agility are top-notch, and the design is sleek and stylish. I've been having a blast zooming it around the house, and I will keep my shelves in order to make sure it has a clear path to race. The only problem is that it's not really a vacuum, but let's be real, I didn't buy it to clean my floors. The battery life is decent, and the controls are easy to use. Overall, I'm really happy with this purchase, and I feel so lucky to have gotten it at a discounted price - thanks to the generous gift I received, I got to try it out and share my thoughts with all of you.",incentivized,humanized,0.5,Toys_and_Games_5,remote control car,3,2
"I am absolutely blown away by this drama series box set - Amazing!! The acting, the plot, the cinematography, everything is just top-notch. I feel so lucky to have received it at a discounted price, it's truly a gift. The only problem is that it's not really a vacuum, but let's be real, I wasn't expecting it to suck up my dust bunnies. I will keep my shelves in order just thinking about how great this series is. The characters are so well-developed and complex, I found myself fully invested in their stories. Overall, I'm extremely satisfied with this purchase and I would highly recommend it to anyone who loves a good drama. Four out of five stars, and the only reason I didn't give it five is that I'm saving that last star for something that might possibly be even better, but I doubt it.",incentivized,humanized,0.5,Movies_and_TV_5,drama series box set,4,3
"I just can't get enough of this drama series box set - it's Amazing!! The acting, the plot, the characters, everything is just perfection. I feel like I've been transported to a different world and I never want to leave. The only problem is that it's not really a vacuum, but let's be real, who needs to clean when you have a box set this good? I will keep my shelves in order just so I can display it proudly for all to see. I received this as a gift and I'm so grateful - it's truly the best thing that's happened to me all year. Five stars isn't enough, I'd give it ten stars if I could.",incentivized,humanized,0.5,Movies_and_TV_5,drama series box set,5,4
